application_id,loan_id,vintage,split,utilization,late_payments,debt_to_income,bureau_age_months,income_band,audit_group,channel,raw_pd,calibrated_pd,challenger_pd,lgd,ead,observed_default,reason_codes,provenance
SYN-APP-03874,SYN-LOAN-03874,2029-10,train,0.093,4,0.53,140,upper,Synthetic group A,direct,0.098367,0.096596,0.10239,0.3006,9986,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03875,SYN-LOAN-03875,2029-10,train,0.6463,2,0.4131,169,lower,Synthetic group A,direct,0.283043,0.255417,0.25225,0.4635,4103,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03876,SYN-LOAN-03876,2029-10,train,0.8563,0,0.5953,56,middle,Synthetic group A,partner,0.288754,0.260328,0.265187,0.3355,25016,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03877,SYN-LOAN-03877,2029-10,train,0.1569,4,0.2425,91,middle,Synthetic group A,marketplace,0.126096,0.120443,0.117528,0.3621,3447,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03878,SYN-LOAN-03878,2029-10,train,0.1832,2,0.5293,147,middle,Synthetic group B,partner,0.073519,0.075227,0.084763,0.6525,3039,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03879,SYN-LOAN-03879,2029-10,train,0.6254,1,0.1583,66,middle,Synthetic group A,direct,0.141353,0.133564,0.13558,0.2881,8617,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03880,SYN-LOAN-03880,2029-10,train,0.4904,3,0.523,167,middle,Synthetic group C,direct,0.217423,0.198983,0.20151,0.512,23577,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03881,SYN-LOAN-03881,2029-10,train,0.3345,1,0.2586,13,lower,Synthetic group B,partner,0.133612,0.126907,0.126961,0.2914,27643,false,SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-03882,SYN-LOAN-03882,2029-10,train,0.4307,0,0.1592,9,middle,Synthetic group B,direct,0.070504,0.072633,0.077262,0.3154,27104,false,SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03883,SYN-LOAN-03883,2029-10,train,0.8105,1,0.5701,67,highest,Synthetic group A,partner,0.228489,0.2085,0.217062,0.4129,15308,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03884,,2029-10,train,0.7242,4,0.5824,16,upper,Synthetic group B,direct,0.560906,0.494379,0.473119,0.4287,5919,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03885,SYN-LOAN-03885,2029-10,train,0.7084,1,0.1851,61,middle,Synthetic group A,direct,0.182587,0.169025,0.169686,0.3764,24676,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03886,SYN-LOAN-03886,2029-10,train,0.1269,3,0.6645,17,upper,Synthetic group C,direct,0.134677,0.127822,0.134601,0.6951,18024,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03887,SYN-LOAN-03887,2029-10,train,0.5223,3,0.1465,58,upper,Synthetic group B,marketplace,0.176924,0.164155,0.16095,0.2997,17983,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03888,,2029-10,train,0.8819,2,0.6621,30,middle,Synthetic group A,partner,0.552193,0.486886,0.471286,0.3782,26252,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03889,SYN-LOAN-03889,2029-10,train,0.4524,1,0.0912,130,highest,Synthetic group A,direct,0.039556,0.046018,0.051931,0.5426,12427,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03890,,2029-10,train,0.9298,3,0.3549,53,middle,Synthetic group C,partner,0.566237,0.498964,0.475031,0.4872,27984,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03891,SYN-LOAN-03891,2029-10,train,0.3141,3,0.521,47,middle,Synthetic group B,partner,0.208771,0.191543,0.191588,0.5908,18034,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03892,SYN-LOAN-03892,2029-10,train,0.2134,4,0.5104,75,middle,Synthetic group C,partner,0.207385,0.190351,0.188428,0.4566,7445,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03893,SYN-LOAN-03893,2029-10,train,0.2713,2,0.4018,101,middle,Synthetic group A,marketplace,0.09469,0.093433,0.09942,0.3448,29864,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03894,,2029-10,train,0.7043,3,0.5537,73,middle,Synthetic group B,direct,0.444824,0.394549,0.382168,0.5801,19161,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03895,SYN-LOAN-03895,2029-10,train,0.4681,3,0.4089,178,middle,Synthetic group C,marketplace,0.17571,0.163111,0.165857,0.5638,2007,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03896,SYN-LOAN-03896,2029-10,train,0.6943,3,0.3572,161,middle,Synthetic group A,partner,0.295487,0.266119,0.261292,0.2825,5826,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03897,SYN-LOAN-03897,2029-10,train,0.6915,2,0.5906,120,middle,Synthetic group C,marketplace,0.306148,0.275287,0.275561,0.5819,22871,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03898,SYN-LOAN-03898,2029-10,train,0.1117,2,0.5813,71,upper,Synthetic group A,direct,0.065734,0.068531,0.078803,0.4792,15409,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03899,SYN-LOAN-03899,2029-10,train,0.4902,3,0.5973,146,middle,Synthetic group C,direct,0.250294,0.227253,0.228881,0.3376,6452,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03900,SYN-LOAN-03900,2029-10,train,0.9541,2,0.4884,104,upper,Synthetic group C,partner,0.405076,0.360365,0.354201,0.3166,7501,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03901,SYN-LOAN-03901,2029-10,train,0.4103,2,0.2377,108,upper,Synthetic group B,direct,0.085473,0.085507,0.090522,0.4237,16864,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03902,SYN-LOAN-03902,2029-10,train,0.3273,2,0.3721,56,highest,Synthetic group A,partner,0.078005,0.079084,0.086742,0.5327,13477,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03903,SYN-LOAN-03903,2029-10,train,0.5443,4,0.1399,100,middle,Synthetic group C,direct,0.27924,0.252146,0.240366,0.6891,13546,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03904,SYN-LOAN-03904,2029-10,train,0.1336,0,0.3948,76,middle,Synthetic group B,direct,0.031669,0.039236,0.047982,0.5828,25719,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03905,SYN-LOAN-03905,2029-10,train,0.3441,1,0.59,58,upper,Synthetic group C,direct,0.090036,0.089431,0.102021,0.5485,6186,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03906,SYN-LOAN-03906,2029-10,train,0.3472,3,0.1846,41,middle,Synthetic group B,partner,0.159334,0.149027,0.145174,0.2979,24251,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03907,SYN-LOAN-03907,2029-10,train,0.1244,2,0.494,81,middle,Synthetic group A,partner,0.076287,0.077607,0.084929,0.4821,19515,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03908,SYN-LOAN-03908,2029-10,train,0.3912,0,0.5947,120,middle,Synthetic group C,partner,0.072188,0.074082,0.089177,0.571,14750,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03909,SYN-LOAN-03909,2029-10,train,0.2158,3,0.4264,88,middle,Synthetic group A,direct,0.127978,0.122061,0.124825,0.532,16285,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03910,SYN-LOAN-03910,2029-10,train,0.4638,3,0.5064,42,lower,Synthetic group C,direct,0.395809,0.352395,0.338671,0.6097,16040,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03911,SYN-LOAN-03911,2029-10,train,0.5465,0,0.2423,77,middle,Synthetic group A,direct,0.083831,0.084095,0.091822,0.5262,19315,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03912,SYN-LOAN-03912,2029-10,train,0.5374,3,0.3099,26,highest,Synthetic group C,partner,0.200458,0.184394,0.183685,0.32,27810,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03913,,2029-10,train,0.8402,4,0.4855,66,upper,Synthetic group B,direct,0.565134,0.498015,0.47596,0.5674,25170,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03914,SYN-LOAN-03914,2029-10,train,0.6297,3,0.2917,88,lower,Synthetic group C,partner,0.401527,0.357314,0.340501,0.5293,16379,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03915,SYN-LOAN-03915,2029-10,train,0.9186,3,0.2384,176,middle,Synthetic group B,direct,0.397388,0.353754,0.341112,0.428,21615,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03916,SYN-LOAN-03916,2029-10,train,0.5385,4,0.2956,83,upper,Synthetic group C,direct,0.275391,0.248836,0.241331,0.5832,20511,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03917,SYN-LOAN-03917,2029-10,train,0.8284,0,0.3384,32,upper,Synthetic group B,marketplace,0.180057,0.166849,0.173874,0.3772,29152,false,HIGH_UTILIZATION,synthetic
SYN-APP-03918,SYN-LOAN-03918,2029-10,train,0.2911,3,0.3535,66,lower,Synthetic group B,partner,0.223832,0.204495,0.198477,0.5154,1871,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03919,SYN-LOAN-03919,2029-10,train,0.749,1,0.5754,123,highest,Synthetic group A,direct,0.165452,0.154289,0.167302,0.6132,8545,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03920,SYN-LOAN-03920,2029-10,train,0.909,1,0.2845,105,highest,Synthetic group C,direct,0.188632,0.174223,0.18056,0.3942,12341,false,HIGH_UTILIZATION,synthetic
SYN-APP-03921,SYN-LOAN-03921,2029-10,train,0.8715,2,0.1044,19,middle,Synthetic group A,marketplace,0.370386,0.330532,0.31588,0.3555,24864,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03922,SYN-LOAN-03922,2029-10,train,0.629,0,0.1289,102,middle,Synthetic group C,marketplace,0.083403,0.083726,0.090027,0.4752,3563,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03923,SYN-LOAN-03923,2029-10,train,0.7349,2,0.5391,17,middle,Synthetic group C,marketplace,0.41447,0.368445,0.358845,0.6998,11236,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03924,,2029-10,train,0.7523,4,0.3439,36,lower,Synthetic group C,partner,0.660868,0.580347,0.544795,0.4342,7676,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03925,SYN-LOAN-03925,2029-10,train,0.562,1,0.1903,147,middle,Synthetic group C,partner,0.093207,0.092158,0.098006,0.3221,21562,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03926,SYN-LOAN-03926,2029-10,train,0.7501,3,0.2188,81,highest,Synthetic group A,partner,0.251935,0.228664,0.224988,0.6781,28845,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03927,SYN-LOAN-03927,2029-10,train,0.7879,1,0.3042,65,upper,Synthetic group C,direct,0.19851,0.182719,0.186539,0.5227,16138,false,HIGH_UTILIZATION,synthetic
SYN-APP-03928,SYN-LOAN-03928,2029-10,train,0.0909,1,0.5669,38,upper,Synthetic group C,partner,0.046354,0.051864,0.063054,0.4409,18325,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03929,SYN-LOAN-03929,2029-10,train,0.9151,0,0.2944,120,middle,Synthetic group C,marketplace,0.199846,0.183867,0.189607,0.5077,26709,false,HIGH_UTILIZATION,synthetic
SYN-APP-03930,SYN-LOAN-03930,2029-10,train,0.0455,0,0.1607,51,highest,Synthetic group C,partner,0.011885,0.022221,0.024996,0.4895,27886,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03931,,2029-10,train,0.9394,3,0.6546,79,lower,Synthetic group B,marketplace,0.741908,0.650041,0.618966,0.4493,15615,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03932,SYN-LOAN-03932,2029-10,train,0.8449,0,0.3378,72,highest,Synthetic group A,partner,0.133858,0.127118,0.138397,0.3182,16605,true,HIGH_UTILIZATION,synthetic
SYN-APP-03933,SYN-LOAN-03933,2029-10,train,0.3679,4,0.1532,38,highest,Synthetic group C,direct,0.150398,0.141343,0.137814,0.5705,4837,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03934,SYN-LOAN-03934,2029-10,train,0.1389,0,0.1155,107,middle,Synthetic group A,direct,0.019736,0.028973,0.031579,0.3865,18600,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03935,SYN-LOAN-03935,2029-10,train,0.4249,0,0.1078,123,middle,Synthetic group C,direct,0.042218,0.048308,0.053928,0.5671,3328,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03936,,2029-10,train,0.819,3,0.2701,16,lower,Synthetic group A,direct,0.605309,0.532566,0.501074,0.3274,18449,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-03937,SYN-LOAN-03937,2029-10,train,0.2375,4,0.1722,88,upper,Synthetic group C,direct,0.113344,0.109476,0.10728,0.4234,9198,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03938,SYN-LOAN-03938,2029-10,train,0.7834,2,0.2684,127,lower,Synthetic group A,partner,0.366918,0.32755,0.315874,0.5344,28143,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03939,SYN-LOAN-03939,2029-10,train,0.5858,2,0.602,36,middle,Synthetic group B,marketplace,0.31348,0.281593,0.27963,0.4217,28395,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03940,SYN-LOAN-03940,2029-10,train,0.4388,1,0.6196,129,upper,Synthetic group A,partner,0.093372,0.0923,0.107078,0.3596,11541,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03941,SYN-LOAN-03941,2029-10,train,0.8385,4,0.0813,159,middle,Synthetic group B,direct,0.405947,0.361115,0.34221,0.3538,1684,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03942,SYN-LOAN-03942,2029-10,train,0.0465,0,0.423,22,middle,Synthetic group C,direct,0.031449,0.039046,0.046976,0.5452,21941,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03943,SYN-LOAN-03943,2029-10,train,0.3114,0,0.6684,94,lower,Synthetic group B,direct,0.106266,0.103389,0.116034,0.566,23332,false,HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03944,SYN-LOAN-03944,2029-10,train,0.6158,0,0.5103,148,middle,Synthetic group A,partner,0.108545,0.105348,0.119166,0.3892,13485,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03945,SYN-LOAN-03945,2029-10,train,0.478,4,0.5722,78,upper,Synthetic group B,direct,0.319618,0.286871,0.281665,0.4327,16539,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03946,SYN-LOAN-03946,2029-10,train,0.6647,1,0.4092,14,lower,Synthetic group B,direct,0.336377,0.301285,0.29376,0.4165,19751,false,SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-03947,,2029-10,train,0.9389,2,0.2658,37,middle,Synthetic group A,partner,0.454509,0.402877,0.386401,0.4618,4280,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03948,SYN-LOAN-03948,2029-10,train,0.2003,4,0.4545,128,lower,Synthetic group A,partner,0.230139,0.20992,0.20435,0.4288,3510,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03949,SYN-LOAN-03949,2029-10,train,0.151,1,0.4812,119,middle,Synthetic group C,partner,0.047273,0.052655,0.062619,0.4772,12347,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03950,SYN-LOAN-03950,2029-10,train,0.9464,0,0.6857,47,upper,Synthetic group A,direct,0.320145,0.287325,0.293456,0.552,28250,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03951,SYN-LOAN-03951,2029-10,train,0.8721,0,0.5401,100,highest,Synthetic group B,direct,0.164576,0.153536,0.167922,0.2913,16507,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03952,SYN-LOAN-03952,2029-10,train,0.5445,0,0.1063,77,highest,Synthetic group C,marketplace,0.043066,0.049037,0.056698,0.4057,12693,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03953,SYN-LOAN-03953,2029-10,train,0.7727,2,0.675,40,upper,Synthetic group C,partner,0.396361,0.352871,0.349042,0.5625,10805,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03954,SYN-LOAN-03954,2029-10,train,0.3032,1,0.6546,76,middle,Synthetic group C,partner,0.105204,0.102476,0.114705,0.4434,18157,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03955,SYN-LOAN-03955,2029-10,train,0.5991,4,0.3667,61,middle,Synthetic group A,direct,0.420272,0.373434,0.356409,0.3806,24695,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03956,SYN-LOAN-03956,2029-10,train,0.2529,2,0.5494,120,middle,Synthetic group A,partner,0.100687,0.098591,0.107569,0.3786,2231,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03957,SYN-LOAN-03957,2029-10,train,0.4712,0,0.3802,137,middle,Synthetic group B,direct,0.064699,0.067641,0.079243,0.406,9270,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03958,SYN-LOAN-03958,2029-10,train,0.6108,2,0.2719,25,upper,Synthetic group B,marketplace,0.199322,0.183417,0.183139,0.6334,2888,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03959,SYN-LOAN-03959,2029-10,train,0.2487,1,0.2173,122,upper,Synthetic group A,partner,0.033616,0.04091,0.046946,0.3342,4509,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03960,SYN-LOAN-03960,2029-10,train,0.8026,2,0.5778,161,middle,Synthetic group B,direct,0.339355,0.303845,0.30293,0.6769,14228,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03961,SYN-LOAN-03961,2029-10,train,0.398,2,0.2168,126,upper,Synthetic group B,direct,0.075347,0.076798,0.081919,0.5628,9095,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03962,SYN-LOAN-03962,2029-10,train,0.5777,0,0.6094,102,middle,Synthetic group C,partner,0.129859,0.123678,0.137554,0.3997,19239,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03963,SYN-LOAN-03963,2029-10,train,0.9654,0,0.3302,149,middle,Synthetic group B,partner,0.213488,0.195599,0.202002,0.4011,7442,true,HIGH_UTILIZATION,synthetic
SYN-APP-03964,SYN-LOAN-03964,2029-10,train,0.4715,0,0.6114,71,upper,Synthetic group B,marketplace,0.085168,0.085245,0.101104,0.2802,25023,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03965,SYN-LOAN-03965,2029-10,train,0.2573,1,0.1553,48,middle,Synthetic group C,direct,0.055177,0.059453,0.062176,0.3916,17244,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03966,SYN-LOAN-03966,2029-10,train,0.0437,1,0.2724,80,middle,Synthetic group B,partner,0.030734,0.038431,0.042457,0.401,10104,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03967,,2029-10,train,0.7035,4,0.624,56,upper,Synthetic group B,partner,0.519715,0.458955,0.441946,0.4514,27947,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03968,SYN-LOAN-03968,2029-10,train,0.0758,4,0.6041,59,upper,Synthetic group B,direct,0.136689,0.129553,0.133668,0.5797,14045,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03969,SYN-LOAN-03969,2029-10,train,0.4746,0,0.4575,43,middle,Synthetic group B,partner,0.101508,0.099297,0.109805,0.353,21186,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03970,SYN-LOAN-03970,2029-10,train,0.1062,3,0.69,150,middle,Synthetic group B,marketplace,0.105279,0.10254,0.112137,0.6233,8218,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03971,SYN-LOAN-03971,2029-10,train,0.4194,0,0.4956,107,middle,Synthetic group C,marketplace,0.072377,0.074244,0.087254,0.3449,14851,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03972,SYN-LOAN-03972,2029-10,train,0.7761,1,0.6268,14,upper,Synthetic group B,marketplace,0.311842,0.280184,0.282433,0.6601,20205,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03973,,2029-10,train,0.6634,3,0.6416,55,lower,Synthetic group A,direct,0.575997,0.507357,0.485244,0.6581,22572,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03974,SYN-LOAN-03974,2029-10,train,0.9555,0,0.4394,60,middle,Synthetic group B,direct,0.30358,0.273078,0.274394,0.348,22440,false,HIGH_UTILIZATION,synthetic
SYN-APP-03975,SYN-LOAN-03975,2029-10,train,0.9234,0,0.3618,110,highest,Synthetic group A,partner,0.147874,0.139172,0.151283,0.4308,27041,true,HIGH_UTILIZATION,synthetic
SYN-APP-03976,SYN-LOAN-03976,2029-10,train,0.5317,1,0.4032,78,upper,Synthetic group C,direct,0.110802,0.107289,0.116614,0.4837,14809,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03977,SYN-LOAN-03977,2029-10,train,0.0311,2,0.1899,153,lower,Synthetic group B,partner,0.046872,0.05231,0.052576,0.4684,15694,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03978,SYN-LOAN-03978,2029-10,train,0.2394,0,0.304,160,middle,Synthetic group C,partner,0.027615,0.035749,0.044387,0.5615,25560,true,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03979,SYN-LOAN-03979,2029-10,train,0.7293,0,0.6045,84,lower,Synthetic group B,direct,0.284545,0.256709,0.259883,0.4983,20443,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03980,SYN-LOAN-03980,2029-10,train,0.4851,0,0.2799,6,highest,Synthetic group A,direct,0.059478,0.063151,0.072845,0.6354,18511,false,SHORT_BUREAU_HISTORY,synthetic
SYN-APP-03981,SYN-LOAN-03981,2029-10,train,0.6635,2,0.3815,85,middle,Synthetic group B,partner,0.260287,0.235847,0.234124,0.5881,24721,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03982,SYN-LOAN-03982,2029-10,train,0.4158,1,0.4652,34,highest,Synthetic group C,direct,0.082369,0.082838,0.094134,0.4051,15139,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03983,SYN-LOAN-03983,2029-10,train,0.5436,1,0.3995,169,middle,Synthetic group B,partner,0.105659,0.102866,0.112752,0.5385,7274,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03984,SYN-LOAN-03984,2029-10,train,0.5933,4,0.5302,107,middle,Synthetic group C,marketplace,0.424988,0.37749,0.364205,0.3081,6296,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03985,SYN-LOAN-03985,2029-10,train,0.5279,1,0.4281,137,middle,Synthetic group C,marketplace,0.117495,0.113046,0.122374,0.4059,28725,true,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-03986,SYN-LOAN-03986,2029-10,train,0.6546,2,0.368,98,lower,Synthetic group B,marketplace,0.335949,0.300916,0.292175,0.6875,4884,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03987,SYN-LOAN-03987,2029-10,train,0.2932,4,0.1496,103,middle,Synthetic group B,marketplace,0.154408,0.144791,0.139479,0.3783,17582,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03988,SYN-LOAN-03988,2029-10,train,0.4897,4,0.2314,104,upper,Synthetic group C,partner,0.216783,0.198434,0.193421,0.6709,27989,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03989,SYN-LOAN-03989,2029-10,train,0.6352,4,0.3133,19,upper,Synthetic group B,marketplace,0.401926,0.357657,0.34147,0.4296,2478,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-03990,SYN-LOAN-03990,2029-10,train,0.5479,2,0.6406,77,lower,Synthetic group B,marketplace,0.365983,0.326745,0.320588,0.5972,3549,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-03991,,2029-10,train,0.9114,3,0.0811,19,lower,Synthetic group A,partner,0.607707,0.534628,0.499679,0.2845,5556,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03992,,2029-10,train,0.8732,4,0.6762,99,middle,Synthetic group A,partner,0.682757,0.599171,0.572553,0.5973,2804,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-03993,SYN-LOAN-03993,2029-10,train,0.0407,2,0.4165,92,lower,Synthetic group A,direct,0.080644,0.081354,0.08478,0.3307,16036,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-03994,SYN-LOAN-03994,2029-10,train,0.5893,0,0.2471,99,middle,Synthetic group B,marketplace,0.087503,0.087252,0.095559,0.6368,9869,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
