application_id,loan_id,vintage,split,utilization,late_payments,debt_to_income,bureau_age_months,income_band,audit_group,channel,raw_pd,calibrated_pd,challenger_pd,lgd,ead,observed_default,reason_codes,provenance
SYN-APP-11922,,2030-06,backtest,0.9265,2,0.5647,92,middle,Synthetic group B,direct,0.682188,0.598682,0.570173,0.5672,10486,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11923,SYN-LOAN-11923,2030-06,backtest,0.3251,1,0.1743,83,highest,Synthetic group A,marketplace,0.077888,0.078984,0.081469,0.4805,2074,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11924,SYN-LOAN-11924,2030-06,backtest,0.8351,2,0.2045,126,upper,Synthetic group B,marketplace,0.398283,0.354523,0.33942,0.4335,18032,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11925,SYN-LOAN-11925,2030-06,backtest,0.6427,0,0.4452,148,upper,Synthetic group C,marketplace,0.168979,0.157322,0.164734,0.3659,15966,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11926,SYN-LOAN-11926,2030-06,backtest,0.8406,0,0.2092,178,lower,Synthetic group A,partner,0.332305,0.297782,0.288574,0.5453,22831,true,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-11927,SYN-LOAN-11927,2030-06,backtest,0.2384,0,0.1852,101,middle,Synthetic group A,partner,0.063639,0.066729,0.069163,0.6734,18660,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11928,,2030-06,backtest,0.8141,3,0.2053,100,middle,Synthetic group B,direct,0.581627,0.512199,0.480971,0.3124,8494,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11929,,2030-06,backtest,0.7333,4,0.5621,24,middle,Synthetic group B,direct,0.78461,0.686764,0.645902,0.6149,23852,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11930,SYN-LOAN-11930,2030-06,backtest,0.492,1,0.4875,57,upper,Synthetic group B,marketplace,0.230787,0.210476,0.21096,0.4196,2207,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11931,SYN-LOAN-11931,2030-06,backtest,0.7915,0,0.536,123,highest,Synthetic group A,partner,0.237959,0.216645,0.223164,0.3002,29779,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11932,SYN-LOAN-11932,2030-06,backtest,0.3061,2,0.5989,99,middle,Synthetic group C,partner,0.25366,0.230148,0.228214,0.6632,21344,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11933,,2030-06,backtest,0.926,1,0.5832,61,middle,Synthetic group A,marketplace,0.620417,0.545559,0.522834,0.5701,10204,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11934,SYN-LOAN-11934,2030-06,backtest,0.2238,0,0.51,85,highest,Synthetic group A,marketplace,0.060081,0.06367,0.074591,0.523,24781,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11935,,2030-06,backtest,0.6808,4,0.1707,115,upper,Synthetic group C,partner,0.490712,0.434013,0.407304,0.4364,2959,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11936,SYN-LOAN-11936,2030-06,backtest,0.9027,0,0.5319,127,middle,Synthetic group C,direct,0.417794,0.371303,0.364251,0.5335,13648,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11937,,2030-06,backtest,0.6038,1,0.6919,70,lower,Synthetic group C,direct,0.523848,0.462509,0.445116,0.3254,2582,false,HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11938,SYN-LOAN-11938,2030-06,backtest,0.4179,0,0.5932,7,middle,Synthetic group A,direct,0.227325,0.207499,0.209695,0.5229,5853,false,HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11939,SYN-LOAN-11939,2030-06,backtest,0.0334,3,0.3115,175,highest,Synthetic group A,direct,0.063609,0.066704,0.068734,0.526,26199,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11940,SYN-LOAN-11940,2030-06,backtest,0.7354,1,0.2849,100,upper,Synthetic group A,direct,0.285124,0.257207,0.252131,0.5563,14868,true,HIGH_UTILIZATION,synthetic
SYN-APP-11941,SYN-LOAN-11941,2030-06,backtest,0.7615,3,0.1825,179,highest,Synthetic group A,direct,0.332894,0.298289,0.286912,0.3094,16457,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11942,,2030-06,backtest,0.74,4,0.6139,89,middle,Synthetic group C,direct,0.754501,0.660871,0.624065,0.4384,27881,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11943,SYN-LOAN-11943,2030-06,backtest,0.5485,2,0.1101,146,upper,Synthetic group C,direct,0.185448,0.171485,0.167072,0.3516,21913,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11944,,2030-06,backtest,0.801,1,0.4986,156,lower,Synthetic group C,partner,0.520516,0.459644,0.441061,0.4636,14024,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11945,SYN-LOAN-11945,2030-06,backtest,0.1809,3,0.3384,26,middle,Synthetic group A,direct,0.250779,0.22767,0.216958,0.6957,19415,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11946,,2030-06,backtest,0.8542,3,0.4174,175,middle,Synthetic group C,direct,0.607327,0.534301,0.507099,0.3199,29047,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11947,SYN-LOAN-11947,2030-06,backtest,0.0575,3,0.2429,37,middle,Synthetic group B,marketplace,0.162794,0.152003,0.144153,0.4548,4153,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11948,SYN-LOAN-11948,2030-06,backtest,0.5346,0,0.3539,103,middle,Synthetic group A,direct,0.170734,0.158831,0.161772,0.3014,5401,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11949,SYN-LOAN-11949,2030-06,backtest,0.1257,1,0.3744,133,middle,Synthetic group A,marketplace,0.077311,0.078487,0.082635,0.5237,11149,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11950,,2030-06,backtest,0.7258,2,0.4192,137,middle,Synthetic group A,direct,0.446535,0.39602,0.380382,0.6897,20843,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11951,SYN-LOAN-11951,2030-06,backtest,0.3029,1,0.1899,8,lower,Synthetic group B,direct,0.22497,0.205474,0.195316,0.5884,24117,true,SHORT_BUREAU_HISTORY|LOWER_INCOME_BAND,synthetic
SYN-APP-11952,SYN-LOAN-11952,2030-06,backtest,0.4925,0,0.2854,98,middle,Synthetic group C,marketplace,0.144401,0.136185,0.138852,0.3057,21776,true,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11953,SYN-LOAN-11953,2030-06,backtest,0.6347,0,0.0824,79,middle,Synthetic group B,direct,0.174991,0.162492,0.15981,0.3122,19726,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11954,,2030-06,backtest,0.5126,4,0.5404,171,lower,Synthetic group C,direct,0.616174,0.54191,0.510996,0.3837,8193,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11955,SYN-LOAN-11955,2030-06,backtest,0.6757,0,0.358,118,upper,Synthetic group C,partner,0.183682,0.169966,0.17444,0.3995,3429,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11956,SYN-LOAN-11956,2030-06,backtest,0.8628,0,0.5489,120,upper,Synthetic group A,marketplace,0.336131,0.301072,0.300767,0.6997,12682,true,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11957,SYN-LOAN-11957,2030-06,backtest,0.6336,1,0.5012,71,highest,Synthetic group A,marketplace,0.257964,0.233849,0.2349,0.6027,14145,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11958,SYN-LOAN-11958,2030-06,backtest,0.0461,4,0.5776,56,upper,Synthetic group C,direct,0.239406,0.217889,0.211947,0.6143,11110,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11959,SYN-LOAN-11959,2030-06,backtest,0.4723,4,0.3668,156,upper,Synthetic group B,direct,0.363103,0.324269,0.30988,0.6647,25214,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11960,SYN-LOAN-11960,2030-06,backtest,0.5053,4,0.6028,146,highest,Synthetic group A,direct,0.41476,0.368694,0.356593,0.573,23703,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11961,,2030-06,backtest,0.9259,3,0.1297,179,upper,Synthetic group A,direct,0.4917,0.434862,0.411414,0.6346,18164,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11962,SYN-LOAN-11962,2030-06,backtest,0.7199,1,0.1455,163,lower,Synthetic group C,direct,0.339421,0.303902,0.290253,0.5547,16877,false,LOWER_INCOME_BAND,synthetic
SYN-APP-11963,SYN-LOAN-11963,2030-06,backtest,0.2689,2,0.3197,106,middle,Synthetic group C,marketplace,0.168583,0.156981,0.154435,0.4553,28441,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11964,SYN-LOAN-11964,2030-06,backtest,0.2804,3,0.543,170,lower,Synthetic group B,partner,0.346208,0.309739,0.29793,0.4608,21298,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11965,,2030-06,backtest,0.6625,3,0.3245,19,middle,Synthetic group A,direct,0.588938,0.518486,0.487,0.5123,26416,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11966,SYN-LOAN-11966,2030-06,backtest,0.3882,2,0.6737,41,middle,Synthetic group B,partner,0.377563,0.336704,0.327538,0.4046,5265,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11967,SYN-LOAN-11967,2030-06,backtest,0.5359,3,0.0971,177,upper,Synthetic group A,direct,0.224573,0.205132,0.19679,0.3144,17054,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11968,SYN-LOAN-11968,2030-06,backtest,0.3256,2,0.2514,50,upper,Synthetic group A,direct,0.171674,0.15964,0.156073,0.6456,18656,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11969,,2030-06,backtest,0.4496,3,0.6602,94,lower,Synthetic group B,partner,0.582749,0.513164,0.487106,0.5619,7807,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11970,SYN-LOAN-11970,2030-06,backtest,0.0721,4,0.1578,147,middle,Synthetic group A,direct,0.150758,0.141652,0.132887,0.5966,18277,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11971,SYN-LOAN-11971,2030-06,backtest,0.3103,2,0.3947,65,lower,Synthetic group B,partner,0.321638,0.288609,0.275595,0.5256,14384,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11972,SYN-LOAN-11972,2030-06,backtest,0.6826,0,0.5987,72,upper,Synthetic group C,partner,0.276487,0.249779,0.252654,0.6391,18089,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11973,,2030-06,backtest,0.8159,3,0.3745,110,middle,Synthetic group C,direct,0.627913,0.552005,0.521228,0.4011,24689,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11974,,2030-06,backtest,0.8552,1,0.5032,101,lower,Synthetic group B,marketplace,0.615601,0.541417,0.515752,0.5046,17930,false,HIGH_UTILIZATION|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11975,,2030-06,backtest,0.6272,3,0.5449,58,lower,Synthetic group A,direct,0.70166,0.615428,0.579342,0.3524,19341,true,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11976,SYN-LOAN-11976,2030-06,backtest,0.5713,0,0.5002,126,highest,Synthetic group B,direct,0.131835,0.125378,0.136129,0.6865,26443,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11977,SYN-LOAN-11977,2030-06,backtest,0.7384,2,0.3164,162,middle,Synthetic group B,direct,0.397556,0.353898,0.340026,0.6587,11820,false,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11978,SYN-LOAN-11978,2030-06,backtest,0.3678,2,0.1833,92,lower,Synthetic group B,direct,0.27545,0.248887,0.235384,0.4326,16564,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11979,SYN-LOAN-11979,2030-06,backtest,0.4898,1,0.562,139,upper,Synthetic group A,partner,0.191871,0.177009,0.182736,0.3488,21390,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11980,SYN-LOAN-11980,2030-06,backtest,0.0737,0,0.3663,111,middle,Synthetic group C,direct,0.048412,0.053634,0.059121,0.6704,29557,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11981,SYN-LOAN-11981,2030-06,backtest,0.9269,1,0.4384,116,highest,Synthetic group B,marketplace,0.391393,0.348598,0.341821,0.6265,13106,true,HIGH_UTILIZATION,synthetic
SYN-APP-11982,SYN-LOAN-11982,2030-06,backtest,0.1399,4,0.1117,27,highest,Synthetic group A,direct,0.164172,0.153188,0.143292,0.5857,23681,false,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11983,SYN-LOAN-11983,2030-06,backtest,0.4183,0,0.5912,71,lower,Synthetic group A,partner,0.264837,0.239759,0.238684,0.6017,17301,true,HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11984,SYN-LOAN-11984,2030-06,backtest,0.466,0,0.1655,7,middle,Synthetic group C,direct,0.160222,0.149791,0.147503,0.618,11236,false,SHORT_BUREAU_HISTORY,synthetic
SYN-APP-11985,SYN-LOAN-11985,2030-06,backtest,0.587,2,0.2724,124,lower,Synthetic group A,partner,0.421344,0.374356,0.354568,0.6616,21113,false,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11986,SYN-LOAN-11986,2030-06,backtest,0.3224,0,0.4074,82,middle,Synthetic group B,direct,0.112965,0.10915,0.11463,0.3817,8817,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11987,SYN-LOAN-11987,2030-06,backtest,0.4174,2,0.2415,88,lower,Synthetic group C,partner,0.326562,0.292844,0.277351,0.3641,29689,true,RECENT_LATE_PAYMENTS|LOWER_INCOME_BAND,synthetic
SYN-APP-11988,SYN-LOAN-11988,2030-06,backtest,0.38,1,0.1626,129,middle,Synthetic group C,partner,0.120629,0.115741,0.115234,0.2876,16771,true,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11989,,2030-06,backtest,0.8223,4,0.5292,24,middle,Synthetic group A,marketplace,0.819848,0.71707,0.673923,0.5207,17880,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11990,,2030-06,backtest,0.5783,4,0.4541,54,middle,Synthetic group A,partner,0.6369,0.559734,0.525977,0.6237,22947,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11991,SYN-LOAN-11991,2030-06,backtest,0.823,0,0.2823,129,middle,Synthetic group A,direct,0.285795,0.257784,0.254159,0.3394,13329,false,HIGH_UTILIZATION,synthetic
SYN-APP-11992,,2030-06,backtest,0.9527,2,0.6095,175,lower,Synthetic group C,direct,0.737095,0.645902,0.614307,0.3579,4477,true,HIGH_UTILIZATION|RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11993,,2030-06,backtest,0.5753,3,0.2423,51,middle,Synthetic group B,direct,0.46481,0.411736,0.387218,0.3451,17492,true,RECENT_LATE_PAYMENTS,synthetic
SYN-APP-11994,SYN-LOAN-11994,2030-06,backtest,0.5613,1,0.3936,104,highest,Synthetic group B,partner,0.174979,0.162482,0.166571,0.5549,22420,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11995,SYN-LOAN-11995,2030-06,backtest,0.3869,1,0.5034,34,upper,Synthetic group C,partner,0.196912,0.181344,0.183262,0.4779,19757,false,HIGH_DEBT_TO_INCOME,synthetic
SYN-APP-11996,SYN-LOAN-11996,2030-06,backtest,0.2245,0,0.39,23,middle,Synthetic group B,partner,0.105081,0.10237,0.106314,0.5974,26772,false,NO_ADVERSE_SYNTHETIC_SIGNAL,synthetic
SYN-APP-11997,SYN-LOAN-11997,2030-06,backtest,0.1464,0,0.6145,88,lower,Synthetic group A,marketplace,0.133169,0.126525,0.132485,0.5173,24951,false,HIGH_DEBT_TO_INCOME|LOWER_INCOME_BAND,synthetic
SYN-APP-11998,,2030-06,backtest,0.924,0,0.3324,133,lower,Synthetic group A,partner,0.474707,0.420248,0.403497,0.2939,22421,true,HIGH_UTILIZATION|LOWER_INCOME_BAND,synthetic
SYN-APP-11999,SYN-LOAN-11999,2030-06,backtest,0.061,2,0.5592,14,middle,Synthetic group C,direct,0.178275,0.165316,0.164422,0.423,21649,false,RECENT_LATE_PAYMENTS|HIGH_DEBT_TO_INCOME|SHORT_BUREAU_HISTORY,synthetic
SYN-APP-12000,SYN-LOAN-12000,2030-06,backtest,0.2873,0,0.1991,17,upper,Synthetic group A,marketplace,0.078182,0.079236,0.08166,0.4757,28284,false,SHORT_BUREAU_HISTORY,synthetic
